,Title,Director,Cast,id,genres,imdb_id,original_language,popularity,release_date,runtime,vote_average,vote_count
3237,Prometheus,Ridley Scott ,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba, Guy Pearce, Logan Marshall-Green, Sean Harris, Rafe Spall, Kate Dickie, Emun Elliott, Benedict Wong, Patrick Wilson, Ian Whyte",70981.0,"Science Fiction,Adventure,Mystery",tt1446714,en,59.391,2012,2 hrs 4 min,6.525,11041
3238,Lola Versus,Daryl Wein ,"Greta Gerwig, Joel Kinnaman, Zoe Lister-Jones, Hamish Linklater, Bill Pullman, Ebon Moss-Bachrach, Jay Pharoah, Debra Winger, Cheyenne Jackson, Parisa Fitz-Henley, Maria Dizzia",100529.0,Comedy,tt1710417,en,7.048,2012,1 hrs 27 min,5.0,120
3239,Safety Not Guaranteed,Colin Trevorrow ,"Aubrey Plaza, Mark Duplass, Jake Johnson, Kristen Bell, Jenica Bergere, Jeff Garlin, Karan Soni, Lynn Shelton, Mary Lynn Rajskub, William Hall Jr.",84332.0,"Comedy,Romance,Science Fiction,Drama",tt1862079,en,13.57,2012,1 hrs 26 min,6.8,1274
3240,Rock of Ages,Adam Shankman ,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin, Russell Brand, Paul Giamatti, Catherine Zeta-Jones, Malin Åkerman, Mary J. Blige, Bryan Cranston, Will Forte, Dan Finnerty, Kevin Nash, Jeff Chase, Constantine Maroulis, Kevin Cronin, Sebastian Bach, Debbie Gibson, Nuno Bettencourt, Joel Hoekstra, Eli Roth, T.J. Miller",80585.0,"Comedy,Drama,Music,Romance",tt1336608,en,20.229,2012,2 hrs 3 min,6.2,1142
3241,That's My Boy,Sean Anders ,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice, Tony Orlando, Will Forte, Milo Ventimiglia, Susan Sarandon, James Caan, Blake Clark, Meagen Fay, Rachel Dratch, Nick Swardson, Peggy Stewart, Luenell, Ciara, Ana Gasteyer, Eva Amurri Martino, Todd Bridges, Dan Patrick, Rex Ryan, Jackie Sandler, Erin Andrews, Peter Dante, Alan Thicke, Ian Ziering, Colin Quinn, Baron Davis, Dennis Dugan",87428.0,"Comedy,Drama",tt1232200,en,40.248,2012,1 hrs 56 min,5.771,1670
3242,Kumaré,Vikram Gandhi ,Vikram Gandhi,98886.0,Documentary,tt1865425,en,3.432,2012,1 hrs 26 min,6.9,61
3243,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov ,"Benjamin Walker, Dominic Cooper, Anthony Mackie, Mary Elizabeth Winstead, Rufus Sewell, Marton Csokas, Jimmi Simpson, Joseph Mawle, Robin McLeavy, Erin Wasson, John Rothman, Jaqueline Fleming, Alan Tudyk, Cameron M. Brown, Frank Brennan",72331.0,"Action,Fantasy,Horror",tt1611224,en,57.004,2012,1 hrs 45 min,5.683,3004
3244,Brave,"Mark Andrews, Brenda Chapman, Steve Purcell ","Kelly Macdonald, Julie Walters, Billy Connolly, Emma Thompson, Kevin McKidd, Craig Ferguson, Robbie Coltrane, Steve Purcell, Patrick Doyle, John Ratzenberger, Steven Cree, Sally Kinghorn, Eilidh Fraser, Callum O'Neill, Peigi Barker",62177.0,"Animation,Adventure,Comedy,Family,Action,Fantasy",tt1217209,en,75.334,2012,1 hrs 33 min,7.01,12393
3245,Seeking a Friend for the End of the World,Lorene Scafaria ,"Steve Carell, Keira Knightley, Connie Britton, Adam Brody, Derek Luke, Melanie Lynskey, William Petersen, Tonita Castro, Mark Moses, Patton Oswalt, Rob Corddry, Rob Huebel, Gillian Jacobs, T.J. Miller, Amy Schumer, Jim O'Heir, Martin Sheen, Nancy Carell, Roger Aaron Brown",88005.0,"Comedy,Drama,Romance,Adventure",tt1307068,en,20.727,2012,1 hrs 41 min,6.6,1851
3246,To Rome with Love,Woody Allen ,"Alec Baldwin, Roberto Benigni, Penélope Cruz, Jesse Eisenberg, Greta Gerwig, Elliot Page, Judy Davis, Alison Pill, Fabio Armiliato, Alessandra Mastronardi, Simona Caparrini, Ornella Muti, Antonio Albanese, Riccardo Scamarcio, Roberto Della Casa, Giuliano Gemma, Lino Guanciale, Flavio Parenti, Alessandro Tiberi, Monica Nappo, Cecilia Capriotti, Marta Zoffoli, Cristiana Palazzoni",81836.0,"Romance,Comedy,Drama",tt1859650,en,11.737,2012,1 hrs 51 min,5.8,1870
3247,Beasts of the Southern Wild,Benh Zeitlin ,"Quvenzhané Wallis, Dwight Henry",84175.0,"Drama,Fantasy",tt2125435,en,11.024,2012,1 hrs 33 min,6.8,955
3248,Madea's Witness Protection,Tyler Perry ,"Tyler Perry, Eugene Levy, Doris Roberts, Tom Arnold, Denise Richards, Danielle Campbell, Romeo, John Amos, Marla Gibbs, Charlie Sheen",103370.0,"Drama,Comedy,Crime",tt2215285,en,16.414,2012,1 hrs 54 min,6.1,160
3249,Magic Mike,Steven Soderbergh ,"Channing Tatum, Alex Pettyfer, Matthew McConaughey, Matt Bomer, Riley Keough, Cody Horn, Joe Manganiello, Olivia Munn, Adam Rodriguez, Kevin Nash, Gabriel Iglesias, Mircea Monroe, Camryn Grimes, Wendi McLendon-Covey, Martin Villeneuve, Michael Roark, Betsy Brandt",77930.0,"Drama,Comedy",tt1915581,en,23.556,2012,1 hrs 50 min,6.153,2725
3250,People Like Us,Alex Kurtzman ,"Chris Pine, Elizabeth Banks, Michelle Pfeiffer, Olivia Wilde, Mark Duplass, Jon Favreau, Michael Hall D'Addario, Philip Baker Hall",98548.0,Drama,tt1716777,en,10.234,2012,1 hrs 54 min,6.8,560
3251,Ted,Seth MacFarlane ,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Giovanni Ribisi, Joel McHale, Patrick Warburton, Jessica Stroup, Laura Vandervoort, Aedin Mincks, Matt Walsh, Jessica Barth, Bill Smitrovich, Alex Borstein, Ralph Garman, Sam J. Jones, Ryan Reynolds, Norah Jones, Tom Skerritt, Mike Henry, Robert Wu, Ted Danson, Patrick Stewart, Tara Strong",72105.0,"Comedy,Fantasy",tt1637725,en,53.238,2012,1 hrs 47 min,6.401,11334
3252,Neil Young Journeys,Jonathan Demme ,Neil Young,105978.0,"Music,Documentary",tt2043931,en,0.933,2012,1 hrs 27 min,6.7,7
3253,The Amazing Spider-Man,Marc Webb ,"Andrew Garfield, Emma Stone, Max Charles, Martin Sheen, Sally Field, Campbell Scott, Rhys Ifans, Chris Zylka, Denis Leary, Irrfan Khan, Embeth Davidtz, Hannah Marks, Kelsey Chow, C. Thomas Howell, Stan Lee, Michael Massee, Michael Papajohn, Skyler Gisondo, Kari Coleman, Leif Gantvoort, Michael Barra, Tom Waite, Charlie DePew, Jacob Rodier",1930.0,"Action,Adventure,Fantasy",tt0948470,en,146.482,2012,2 hrs 16 min,6.687,16090
3254,Savages,Oliver Stone ,"Taylor Kitsch, Blake Lively, Aaron Johnson, John Travolta, Benicio del Toro, Salma Hayek, Emile Hirsch, Demián Bichir, Sandra Echeverría, Joaquín Cosío, Mía Maestro, Shea Whigham, Joel David Moore, Leonard Roberts, Trevor Donovan, Ralph Echemendia, Jake McLaughlin, Sean Stone, Ali Wong",82525.0,"Crime,Drama,Thriller",tt1615065,en,15.512,2012,2 hrs 11 min,6.349,1973
3255,Ice Age: Continental Drift,"Steve Martino, Mike Thurmeier ","Ray Romano, John Leguizamo, Denis Leary, Nicki Minaj, Drake, Jennifer Lopez, Queen Latifah, Seann William Scott, Josh Peck, Chris Wedge, Peter Dinklage, Wanda Sykes, Josh Gad, Keke Palmer, Nick Frost, Aziz Ansari, Ben Gleib, Alan Tudyk, Ester Dean, Kunal Nayyar, Rebel Wilson, Eddie ""Piolín"" Sotelo, Joy Behar, Alain Chabat, Heather Morris, Karen Disher, Patrick Stewart, Edita Brychta, Aimée Castle, Jim Conroy, Daniel Flaherty, Marieve Herington, Jason Harris, Selenis Leyva, Bill Lobley, Chris Phillips, Tara Sands, Keith Silverstein, Randall Thom, Corwin Tuggles, Tashiana Washington",57800.0,"Animation,Comedy,Adventure,Family",tt1667889,en,67.831,2012,1 hrs 28 min,6.354,6913
3256,The Imposter,Bart Layton ,Frédéric Bourdin,84287.0,"Documentary,Mystery",tt1966604,en,9.811,2012,1 hrs 39 min,7.4,653
3257,Shut Up and Play the Hits,"Will Lovelace, Dylan Southern ","James Murphy, Nancy Whang, Pat Mahoney, Gunnar Bjerk, Chuck Klosterman, Gavin Russom, Keith Wood, Al Doyle",83589.0,"Music,Documentary",tt2124908,en,4.767,2012,1 hrs 45 min,7.0,44
3258,The Dark Knight Rises,Christopher Nolan ,"Christian Bale, Michael Caine, Gary Oldman, Anne Hathaway, Tom Hardy, Marion Cotillard, Joseph Gordon-Levitt, Morgan Freeman, Matthew Modine, Ben Mendelsohn, Burn Gorman, Alon Abutbul, Juno Temple, Daniel Sunjata, Chris Ellis, Brett Cullen, Liam Neeson, Cillian Murphy, John Nolan, Josh Pence, Nestor Carbonell, Aidan Gillen, Rob Brown, Desmond Harrington, Josh Stewart, Christopher Judge, Noel Gugliemi, Tom Conti, William Devane, Ben Roethlisberger, Hines Ward, Troy Polamalu, Willie Colon, Maurkice Pouncey, Mike Wallace, Heath Miller, Aaron Smith, Ryan Clark, James Farrior, LaMarr Woodley, Casey Hampton, Bill Cowher, Luke Ravenstahl, United States Senator Patrick Leahy, Thomas Lennon, India Wadsworth",49026.0,"Action,Crime,Drama,Thriller",tt1345836,en,83.075,2012,2 hrs 45 min,7.777,20943
3259,The Queen of Versailles,Lauren Greenfield ,"David A. Siegel, Jackie Siegel",84327.0,Documentary,tt2125666,en,7.201,2012,1 hrs 40 min,6.94,176
3260,Iron Sky,Timo Vuorensola ,"Julia Dietze, Peta Sergeant, Götz Otto, Chris Kirby, Udo Kier",10679.0,"Action,Comedy,Science Fiction",tt1034314,en,19.602,2012,1 hrs 33 min,5.7,1433
3261,Ruby Sparks,"Jonathan Dayton, Valerie Faris ","Paul Dano, Zoe Kazan, Annette Bening, Antonio Banderas, Steve Coogan, Elliott Gould, Chris Messina, Deborah Ann Woll, Aasif Mandvi, Toni Trucks, Alia Shawkat, Wallace Langham, Michael Berry Jr.",103332.0,"Comedy,Romance,Fantasy,Drama",tt1839492,en,13.355,2012,1 hrs 44 min,7.1,1457
3262,Step Up Revolution,Scott Speer ,"Ryan Guzman, Kathryn McCormick, Misha Gabriel, Peter Gallagher, Stephen ""tWitch"" Boss, Tommy Dewey, Cleopatra Coleman, Megan Boone, Adam Sevani, Chadd ""Madd Chadd"" Smith, Celestina Aladekoba, Natali Reznick, Mia Michaels",85446.0,"Music,Drama,Romance",tt1800741,en,26.41,2012,1 hrs 39 min,6.922,1916
3263,The Watch,Akiva Schaffer ,"Ben Stiller, Vince Vaughn, Rosemarie DeWitt, Jonah Hill, Richard Ayoade, Will Forte, Billy Crudup, Erin Moriarty, Nicholas Braun, Mel Rodriguez, Doug Jones, R. Lee Ermey, Akiva Schaffer, Andy Samberg, Jorma Taccone, Patricia French, Joseph A. Nunez",80035.0,"Comedy,Action,Science Fiction",tt1298649,en,20.361,2012,1 hrs 42 min,5.565,2097
3264,Ai Weiwei: Never Sorry,Alison Klayman ,"Danqing Chen, Ying Gao, Changwei Gu",84169.0,Documentary,tt1845773,en,6.853,2012,1 hrs 32 min,7.0,72
3265,Searching for Sugar Man,Malik Bendjelloul ,Rodriguez,84334.0,"Music,Documentary",tt2125608,en,12.706,2012,1 hrs 25 min,7.9,810
3266,Diary of a Wimpy Kid: Dog Days,David Bowers ,"Zachary Gordon, Robert Capron, Rachael Harris, Devon Bostick, Steve Zahn, Peyton List, Grayson Russell, Karan Brar, Laine MacNeil, Melissa Roxburgh, Connor & Owen Fielding, Alfred E. Humphreys, Terence Kelly, Tom Stevens, Andrew McNee, Dalila Bela, Elise Gatien, Frank C. Turner, Jeff Kinney, Bryce Hodgson, Brownen Smith, Philip Maurice Hayes, Latonya Williams, Nicole Fraissinet, John Shaw, Doug Abrahams, Amitai Marmorstein",82650.0,"Comedy,Family",tt2023453,en,25.874,2012,1 hrs 34 min,6.3,844
3267,360,Fernando Meirelles ,"Rachel Weisz, Anthony Hopkins, Jude Law, Ben Foster, Jamel Debbouze, Moritz Bleibtreu",89455.0,"Drama,Romance",tt1680045,en,8.738,2012,1 hrs 50 min,5.7,248
3268,The Bourne Legacy,Tony Gilroy ,"Jeremy Renner, Rachel Weisz, Edward Norton, Oscar Isaac, Joan Allen, Albert Finney, Stacy Keach, Scott Glenn, David Strathairn, Donna Murphy, Elizabeth Marvel, Željko Ivanek, Corey Stoll, Michael Papajohn, Dennis Boutsikaris, Michael Chernus, Shane Jacobson, John Douglas Thompson, Louis Ozawa Changchien, David Wilson Barnes, Neil Brooks Cunningham, Corey Johnson, Michael Berresse, John Arcilla, Lou Veloso, Karen Pittman",49040.0,"Action,Thriller",tt1194173,en,35.789,2012,2 hrs 15 min,6.2,5241
3269,The Campaign,Jay Roach ,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Katherine LaNasa, Dylan McDermott, John Lithgow, Dan Aykroyd, Brian Cox, P.J. Byrne, Sarah Baker, Madison Wolfe, Billy Slaughter, Taryn Terrell, Karen Maruyama, Josh Lawson, Thomas Middleditch, Steve Tom, John Goodman, The Miz",77953.0,Comedy,tt1790886,en,17.279,2012,1 hrs 25 min,5.822,1565
3270,2 Days in New York,Julie Delpy ,"Julie Delpy, Chris Rock, Albert Delpy, Alexia Landeau, Alex Nahon",84165.0,"Comedy,Drama,Romance",tt1602472,en,9.8,2012,1 hrs 31 min,5.7,258
3271,The Odd Life of Timothy Green,Peter Hedges ,"Jennifer Garner, Joel Edgerton, CJ Adams, Ron Livingston, Dianne Wiest, Odeya Rush, Rosemarie DeWitt, Lin-Manuel Miranda, M. Emmet Walsh, Lois Smith, Common, David Morse, Shohreh Aghdashloo, Tim Guinee, James Rebhorn, Michael Arden, Rhoda Griffis",71864.0,"Fantasy,Drama,Comedy,Family",tt1462769,en,14.683,2012,1 hrs 45 min,7.0,1082
3272,The Expendables 2,Simon West ,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Chuck Norris, Jean-Claude Van Damme, Bruce Willis, Arnold Schwarzenegger, Terry Crews, Randy Couture, Liam Hemsworth, Scott Adkins, Yu Nan, Charisma Carpenter, Amanda Ooms, Nikolette Noel, Lyubomir Simeonov,",76163.0,"Action,Adventure,Thriller",tt1764651,en,41.784,2012,1 hrs 43 min,6.318,6160
3273,ParaNorman,Chris Butler (director/screenplay); Sam Fell ,"Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, John Goodman, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, Jack Blessing, Michael Corbett, Nicholas Guest, Emily Hahn, Bridget Hoffman, Alicia Lagano, Scott Menville, Ariel Winter, Jeremy Shada, Kirk Baily, Jacob Bertrand, Cam Clarke, Lara Cody, Denise Faye, Eddie Frierson, Rif Hutton, Edie Mirman",77174.0,"Family,Animation,Adventure,Comedy",tt1623288,en,31.991,2012,1 hrs 30 min,6.954,2271
3274,Sparkle,Salim Akil ,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, CeeLo Green, Curtis Armstrong, Terrence J, Tamela Mann, Michael Beach, Brely Evans, Kem L. Owens, Goapele, Fatima Robinson",88036.0,"Music,Drama",tt1876451,en,12.342,2012,1 hrs 56 min,6.3,104
3275,Compliance,Craig Zobel ,"Ann Dowd, Dreama Walker, Pat Healy, Bill Camp, Ashlie Atkinson, Phillip Ettinger",84188.0,"Drama,Thriller",tt1971352,en,14.591,2012,1 hrs 30 min,6.4,586
3276,Cosmopolis,David Cronenberg ,"Robert Pattinson, Juliette Binoche, Sarah Gadon, Mathieu Amalric, Jay Baruchel, Kevin Durand, K'naan, Emily Hampshire, Samantha Morton, Paul Giamatti, Bob Bainborough, Philip Nozuka, Patricia McKenzie, Abdul Ayoola, Zeljko Kecojevic",49014.0,Drama,tt1480656,en,16.188,2012,1 hrs 49 min,5.722,1120
3277,Robot & Frank,Jake Schreier ,"Frank Langella, Susan Sarandon, James Marsden, Liv Tyler, Peter Sarsgaard, Jeremy Sisto, Jeremy Strong, Katherine Waterston, Ana Gasteyer",84329.0,"Science Fiction,Comedy,Drama,Crime",tt1990314,en,10.398,2012,1 hrs 25 min,6.921,970
3278,The Apparition,Todd Lincoln ,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill, Rick Gomez, Luke Pasqualino, Tim Williams, Anna Clark, Marti Matulis, John Grady, Suzanne Ford",79694.0,"Horror,Thriller",tt1433822,en,11.368,2012,1 hrs 22 min,4.4,374
3279,Premium Rush,David Koepp ,"Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Wolé Parks, Jamie Chung, Aasif Mandvi, Ashley Austin Morris, Henry O, Brian Koppelman, Anthony Chisholm, Lauren Ashley Carter, Aaron Tveit, Wai Ching Ho, Christopher Place, Boyce Wong, Kevin Bolger, BoJun Wang, Sean Kennedy, Kym Perfetto, Darlene Violette, Mario D'Leon, Djani Johnson",49526.0,"Crime,Action,Thriller",tt1547234,en,16.764,2012,1 hrs 31 min,6.318,1913
3280,Lawless,John Hillcoat ,"Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce, Gary Oldman, Mia Wasikowska, Jessica Chastain, Dane DeHaan, Chris McGarry, Lew Temple, Bill Camp, Noah Taylor, Tim Tolin, Marcus Hester, Alex Van",82633.0,"Crime,Drama,Western",tt1212450,en,24.172,2012,1 hrs 55 min,7.044,2787
3281,The Oogieloves in the Big Balloon Adventure,Matthew Diamond ,"Toni Braxton, Cloris Leachman, Christopher Lloyd, Chazz Palminteri, Cary Elwes, Jaime Pressly",112937.0,"Adventure,Family,Fantasy",tt1520498,en,2.181,2012,1 hrs 28 min,3.0,21
3282,The Possession,Ole Bornedal ,"Jeffrey Dean Morgan, Kyra Sedgwick, Madison Davenport, Natasha Calis, Grant Show, Matisyahu, Jay Brazeau, Quinn Lord",77883.0,"Horror,Thriller",tt0431021,en,16.243,2012,1 hrs 32 min,6.028,1453
3283,"For a Good Time, Call...",Jamie Travis ,"Ari Graynor, Seth Rogen, Lauren Anne Miller, Justin Long, Mark Webber, James Wolk, Sugar Lyn Beard, Mimi Rogers, Don McManus, Nia Vardalos, Kevin Smith, Martha MacIsaac, Ken Marino",84200.0,"Comedy,Drama",tt1996264,en,10.144,2012,1 hrs 25 min,5.9,269
3284,The Cold Light of Day,Mabrouk El Mechri ,"Henry Cavill, Bruce Willis, Sigourney Weaver, Verónica Echegui, Roschdy Zem, Óscar Jaenada, Joseph Mawle, Caroline Goodall, Rafi Gavron, Emma Hamilton, Michael Budd, Jim Piddock, Paloma Bloyd, Colm Meaney, Lolo Herrero, Mark Ullod, Alex Amaral",77948.0,"Action,Thriller,Mystery",tt1366365,en,14.775,2012,1 hrs 33 min,5.3,780
3285,The Words,"Brian Klugman, Lee Sternthal ","Bradley Cooper, Jeremy Irons, Zoe Saldana, Dennis Quaid, Olivia Wilde, Ben Barnes, J.K. Simmons, John Hannah, Nora Arnezeder, Željko Ivanek, Michael McKean, Ron Rifkin, Brian Klugman, Liz Stauber, Lee Sternthal",83686.0,"Drama,Thriller",tt1840417,en,14.776,2012,1 hrs 36 min,6.6,1034
3286,Anna Karenina,Joe Wright ,"Keira Knightley, Jude Law, Aaron Johnson, Kelly Macdonald, Matthew Macfadyen, Olivia Williams, Emily Watson, Alicia Vikander, Ruth Wilson, Domhnall Gleeson, Michelle Dockery, Raphaël Personnaz, David Wilmot, Emerald Fennell, Tannishtha Chatterjee, Pip Torrens, Susanne Lothar, Alexandra Roach, Holliday Grainger, Cara Delevingne, Bill Skarsgård, Shirley Henderson, Steve Evets, John Bradley, Vicky McClure",96724.0,"Drama,Romance",tt1781769,en,15.79,2012,2 hrs 10 min,6.7,2113
3287,Detropia,"Heidi Ewing, Rachel Grady ","Heidi Ewing, Rachel Grady (directors)",84190.0,Documentary,tt2125490,en,2.266,2012,1 hrs 33 min,6.6,33
3288,Resident Evil: Retribution,Paul W. S. Anderson ,"Milla Jovovich, Sienna Guillory, Colin Salmon, Boris Kodjoe, Michelle Rodriguez, Shawn Roberts, Johann Urb, Kevin Durand, Li Bingbing, Oded Fehr, Aryana Engineer, Mika Nakashima, Megan Charpentier",71679.0,"Action,Horror,Science Fiction",tt1855325,en,4.661,2012,1 hrs 35 min,5.802,3600
3289,Arbitrage,Nicholas Jarecki ,"Richard Gere, Susan Sarandon, Tim Roth, Brit Marling, Laetitia Casta, Nate Parker, Stuart Margolin, Chris Eigeman, Graydon Carter, Bruce Altman",60599.0,"Drama,Thriller",tt1764183,en,11.509,2012,1 hrs 40 min,6.3,755
3290,The Master,Paul Thomas Anderson ,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Ambyr Childers, Rami Malek, Jesse Plemons, Kevin J. O'Connor, Christopher Evan Welch, Madisen Beaty, Lena Endre, Amy Ferguson, Patty McCormack, Jillian Bell, Joshua Close, Fiona Dourif, David Warshofsky, Steven Wiig, W. Earl Brown",68722.0,Drama,tt1560747,en,20.25,2012,2 hrs 17 min,7.16,2649
3291,Stolen,Simon West ,"Nicolas Cage, Malin Åkerman, Josh Lucas, Danny Huston",127493.0,"Action,Crime,Thriller",tt1656186,en,25.414,2012,1 hrs 36 min,5.4,915
3292,Dredd,Pete Travis ,"Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris, Domhnall Gleeson, DeObia Oparei, Francis Chouler, Rakie Ayola, Langley Kirkwood, Jason Cope, Warrick Grier, Daniel Hadebe",49049.0,"Action,Science Fiction",tt1343727,en,34.613,2012,1 hrs 35 min,6.813,4553
3293,End of Watch,David Ayer ,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, Natalie Martinez, America Ferrera, Frank Grillo, Cody Horn, David Harbour, Kristy Wu, Cle Shaheed Sloan, Shondrella Avery, Maurice Compte, Flakiss, Richard Cabral, Jaime Fitzsimons, Diamonique",77016.0,"Crime,Drama,Thriller",tt1855199,en,21.256,2012,1 hrs 49 min,7.325,2881
3294,House at the End of the Street,Mark Tonderai ,"Jennifer Lawrence, Elisabeth Shue, Max Thieriot, Gil Bellows, Nolan Gerard Funk, Allie MacDonald, Jordan Hayes, Eva Link, Grace Tucker-Duguay, Krista Bridges, John Healy, Bobby Osborne",82505.0,"Horror,Thriller",tt1582507,en,17.566,2012,1 hrs 41 min,5.8,1647
3295,Trouble with the Curve,Robert Lorenz ,"Clint Eastwood, Amy Adams, Matthew Lillard, Justin Timberlake, John Goodman, Robert Patrick, Scott Eastwood, Matt Bush, Jack Gilpin, Ed Lauter, Chelcie Ross, George Wyner, Bob Gunton, Tom Dreesen, Raymond Anthony Thomas, James Patrick Freetly, Joe Massingill, Jay Galloway, Sammy Blue",87825.0,"Drama,Romance",tt2083383,en,84.225,2012,1 hrs 51 min,6.942,1372
3296,Head Games,Steve James ,"Christopher Nowinski, Bob Costas, Keith Primeau",127505.0,Documentary,tt2239400,en,0.84,2012,1 hrs 36 min,6.7,7
3297,The Perks of Being a Wallflower,Stephen Chbosky ,"Emma Watson, Logan Lerman, Mae Whitman, Nina Dobrev, Johnny Simmons, Dylan McDermott, Paul Rudd, Ezra Miller, Kate Walsh, Erin Wilhelmi, Adam Hagenbuch, Melanie Lynskey, Joan Cusack, Zane Holtz, Reece Thompson, Nicholas Braun, Landon Pigg, Tom Savini, Julia Garner",84892.0,Drama,tt1659337,en,48.854,2012,1 hrs 43 min,7.782,9690
3298,Hotel Transylvania,Genndy Tartakovsky ,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, CeeLo Green, Jon Lovitz, Luenell, Chris Parnell, Brian George, Brian Stack, Jackie Sandler, Sadie Sandler, Robert Smigel, Rob Riggle, Paul Brittain, Jim Wise, Brian McCann, Rose Abdoo, Kirk Baily, Dana L. Belben, Corey Burton, Cam Clarke, Michael Corbett, Allen Covert, Doug Dale, Collin Dean, Eddie Frierson, Bridget Hoffman, Rif Hutton, Tom Kenny, Scott Menville, Edie Mirman, Sunny Sandler, Katie Silverman, Sarah Thyre, Maddie Taylor",76492.0,"Animation,Comedy,Family,Fantasy",tt0837562,en,51.294,2012,1 hrs 31 min,6.953,7910
3299,Looper,Rian Johnson ,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan, Jeff Daniels, Piper Perabo, Pierce Gagnon, Summer Qing, Tracie Thoms, Garret Dillahunt, Nick Gomez",59967.0,"Action,Thriller,Science Fiction",tt1276104,en,33.359,2012,1 hrs 58 min,6.874,9453
3300,Pitch Perfect,Jason Moore ,"Anna Kendrick, Anna Camp, Rebel Wilson, Adam DeVine, Alexis Knapp, Brittany Snow, Freddie Stroma, Skylar Astin, Ester Dean, Hana Mae Lee, Ben Platt, Utkarsh Ambudkar, John Michael Higgins, Elizabeth Banks, Kelley Alice Jakle, Shelley Regner, David Del Rio, John Benjamin Hickey, Joe Lo Truglio, Har Mar Superstar, Jason Jones, Donald Faison, Christopher Mintz-Plasse",114150.0,"Comedy,Music,Romance",tt1981677,en,26.504,2012,1 hrs 52 min,7.303,6119
