,Title,Director,Cast,id,genres,imdb_id,original_language,popularity,release_date,runtime,vote_average,vote_count
122,Tadap,Milan Luthria,"Ahan Shetty,Tara Sutaria",669696.0,"Action,Romance",tt10761694,hi,3.711,2021,2 hrs 6 min,7.2,6
123,Bob Biswas,Diya Annapurna Ghosh,"Abhishek Bachchan,Chitrangada Singh",674531.0,"Crime,Thriller",tt8984572,hi,2.49,2021,2 hrs 12 min,7.1,9
124,Chandigarh Kare Aashiqui,Abhishek Kapoor,"Ayushmann Khurrana,Vaani Kapoor",755836.0,"Drama,Romance,Crime",tt12861850,hi,5.48,2021,1 hrs 57 min,6.1,23
125,Velle,Deven Munjal,"Karan Deol,Abhay Deol,Mouni Roy,Anya Singh",899439.0,"Comedy,Crime",tt13131636,hi,1.579,2021,2 hrs 5 min,7.5,2
126,Code Name Abdul,Eshwar Gunturu,Tanishaa Mukerji,916363.0,Thriller,tt6143092,hi,0.873,2021,1 hrs 54 min,0.0,0
127,420 IPC,Manish Gupta,"Vinay Pathak,Ranvir Shorey,Gul Panag,Rohan Mehra",911360.0,"Crime,Drama",tt13723562,hi,1.761,2021,1 hrs 39 min,0.0,0
128,83,Kabir Khan,"Ranveer Singh,Deepika Padukone,Tahir Raj,Saqib Saleem,Ammy Virk,Harrdy Sandhu",601337.0,"Drama,History",tt7518786,hi,5.443,2021,2 hrs 43 min,7.0,33
129,Atrangi Re,Aanand L. Rai,"Sara Ali,Akshay Kumar",618911.0,"Comedy,Drama,Romance",tt9766332,hi,6.64,2021,2 hrs 18 min,7.0,33
130,Waah Zindagi,Dinesh S Yadav,"Naveen Kasturia,Plabita Borthakur,Vijay Raaz,Sanjay Mishra,Dharmesh Vyas,Manoj Joshi",921410.0,"Comedy,Drama,Romance",tt7309776,hi,2.118,2021,2 hrs 10 min,9.0,2
131,Ghost Stories,Karan JoharDibakar BanerjeeZoya AkhtarAnurag Kashyap,"Sobhita Dhulipala,Mrunal Thakur,Avinash Tiwary,Janhvi Kapoor,Surekha Sikri,Raghuvir Yadav,Gulshan Devaiah,Vijay Varma,Pavail Gulati,Jyoti Subhash,Eva Ameet,Kitu Gidwani,Sumit Tandon",601643.0,Horror,tt10230404,hi,6.925,2020,2 hrs 24 min,5.1,60
132,Bhangra Paa Le,Sneha Taurani,"Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar",660056.0,Music,tt9766280,hi,2.532,2020,2 hrs 11 min,5.3,7
133,Sab Kushal Mangal,Karan Vishwanath Kashyap,"Akshaye Khanna,Riva Kishan,Priyank Sharma",659672.0,"Romance,Comedy",tt9691324,hi,1.474,2020,2 hrs 12 min,0.0,0
134,Shimla Mirchi,Ramesh Sippy,"Hema Malini,Rajkummar Rao,Rakul Preet",455004.0,Romance,tt4486148,hi,3.938,2020,2 hrs 9 min,0.0,0
135,Chhapaak,Meghna Gulzar,"Deepika Padukone,Vikrant Massey",590404.0,Drama,tt9614460,hi,5.618,2020,2 hrs 3 min,7.5,25
136,Jai Mummy Di,Navjot Gulati,"Sunny Singh,Sonnalli Seygall,Poonam Dhillon,Supriya Pathak",655459.0,"Comedy,Romance",tt9817760,hi,2.367,2020,1 hrs 43 min,6.1,6
137,Panga,Ashwiny Iyer Tiwari,"Kangana Ranaut,Jassi Gill,Richa Chadha,Neena Gupta",656007.0,Romance,tt8983166,hi,2.872,2020,2 hrs 11 min,6.7,23
138,Street Dancer 3D,Remo D'Souza,"Varun Dhawan,Shraddha Kapoor,Prabhu Deva,Nora Fatehi,Aparshakti Khurana,Murali Sharma,Raghav Juyal,Dharmesh Yelande,Punit Pathak,Jigar Rupareliya,Sonam Bajwa",644712.0,Drama,tt9648672,hi,3.713,2020,2 hrs 26 min,7.3,30
139,Gul Makai,H.E. Amjad khan,"Reem Shaikh,Atul Kulkarni,Divya Dutta,Om Puri,Arif Zakaria,Mukesh Rishi,Abhimanyu Singh,Pankaj Tripathi",666353.0,"War,Drama",tt8176312,hi,1.104,2020,0 hrs 0 min,0.0,0
140,Jawaani Jaaneman,Nitin Kakkar,"Saif Ali,Alaya Furniturewala",607297.0,Comedy,tt9248952,hi,5.161,2020,2 hrs 10 min,6.1,27
141,Operation Parindey,Sanjay Gadhvi,"Amit Sadh,Rahul Dev,Aakash Dahiya,Rucha Inamdar",681419.0,"Action,Thriller",tt3802574,hi,0.6,2020,0 hrs 55 min,5.0,1
142,Hacked,Vikram Bhatt,"Hina Khan,Rohan Shah,Mohit Malhotra,Sid Makkar",662231.0,Thriller,tt11027850,hi,1.622,2020,1 hrs 58 min,7.0,12
143,Malang,Mohit Suri,"Aditya Roy,Disha Patani,Anil Kapoor,Elli Avr,Amruta Khanvilkar",661043.0,"Romance,Action,Drama",tt9877170,hi,4.542,2020,2 hrs 15 min,7.1,42
144,Shikara,Vidhu Vinod Chopra,"Aadil Khan,Sadia Khateeb",661671.0,"Drama,Romance",tt10930586,hi,1.916,2020,1 hrs 58 min,5.0,5
145,Shukranu,Bishnu Dev Halder,"Shweta Basu,Sheetal Thakur",672520.0,"Comedy,Drama",tt11691696,hi,2.489,2020,1 hrs 36 min,6.8,6
146,The Hundred Bucks,Dushyant Pratap Singh,"Kavita Tripathi,Dinesh Bawra,Jaid Shaikh",658461.0,Drama,tt11502856,hi,0.6,2020,2 hrs 0 min,0.0,0
147,Yeh Ballet,Sooni Taraporevala,"Julian Sands,Achintya Bose,Manish Chauhan",671909.0,Drama,tt10230436,hi,7.038,2020,1 hrs 57 min,7.5,18
148,Guns of Banaras,Sekhar Suri,"Karan Nath,Nathalia Kaur,Abhimanyu Singh,Ganesh Venkatraman,Shilpa Shirodkar,Zarina Wahab,Mohan Agashe,Tej Sapru",678960.0,"Action,Crime,Drama",tt11573410,hi,2.66,2020,2 hrs 15 min,0.0,0
149,Thappad,Anubhav Sinha,"Taapsee Pannu,Pavail Gulati,Maya Sarao,Naila Grewal",668435.0,Drama,tt10964430,hi,3.424,2020,2 hrs 24 min,7.1,50
150,Dheet Patangey,Ravi Adhikari,"Shivin Narang,Chandan Roy,Ali Murad,Hardik Sanghani,Tillotama Shome,Priya Banerjee",680015.0,Drama,tt12044426,hi,0.651,2020,1 hrs 53 min,0.0,0
151,Baaghi 3,Ahmed Khan,"Tiger Shroff,Riteish Deshmukh,Shraddha Kapoor,Ankita Lokhande",594669.0,"Action,Adventure,Thriller",tt8366590,hi,9.524,2020,2 hrs 23 min,7.0,93
152,Guilty,Ruchi Narain,"Kiara Advani,Akansha Ranjan,Gurfateh Singh,Taher Shabbir,Dalip Tahil,Kunal Vijaykar,Manu Rishi,Janya Joshi,Chayan Chopra",675592.0,"Thriller,Drama",tt10062614,hi,7.908,2020,1 hrs 59 min,6.7,51
153,Kaamyaab,Hardik Mehta,"Sanjay Mishra,Deepak Dobriyal",598859.0,"Comedy,Drama",tt7881550,hi,1.705,2020,1 hrs 49 min,6.1,12
154,Angrezi Medium,Homi Adajania,"Irrfan Khan,Kareena Kapoor,Radhika Madan,Deepak Dobriyal,Pankaj Tripathi",606717.0,"Drama,Comedy",tt8907986,hi,5.051,2020,2 hrs 25 min,7.1,47
155,Maska,Neeraj Udhwani,"Manisha Koirala,Nikita Dutta,Javed Jaffrey,Prit Kamani,Shirley Setia",686919.0,Comedy,tt11953628,hi,2.844,2020,1 hrs 51 min,5.6,11
156,Bamfaad,Ranjan Chandel,"Aditya Rawal,Shalini Pandey,Vijay Varma",691449.0,"Romance,Drama",tt11730940,hi,1.4,2020,1 hrs 41 min,6.0,3
157,Ateet,Tanuj Bhramar,"Sanjay Suri,Rajeev Khandelwal",695429.0,"Thriller,Drama",tt8265146,hi,2.419,2020,2 hrs 0 min,0.0,0
158,Mrs. Serial Killer,Shirish Kunder,"Jacqueline Fernandez,Manoj Bajpayee,Mohit Raina,Zayn Marie",601807.0,Thriller,tt10230426,hi,4.747,2020,1 hrs 46 min,6.4,75
159,Ghoomketu,Pushpendra Nath Misra,"Nawazuddin Siddiqui,Ragini Khanna,Richa Chadha,Anurag Kashyap,Deepika Amin,Raghuvir Yadav,Ila Arun,Swanand Kirkire",496348.0,"Comedy,Drama",tt3734580,hi,1.216,2020,1 hrs 42 min,6.1,8
160,Chippa,Safdar Rehman,"Sunny Pawar,Joyraj Bhattacharya,Sumeet Thakur,Gautam Sarkar,Masood Akhtar,Kalpan Mitra",610160.0,Drama,tt8976464,hi,2.157,2020,1 hrs 31 min,5.7,3
161,Chintu Ka Birthday,Devanshu KumarSatyanshu Singh,"Vinay Pathak,Tillotama Shome,Nate Scholz",652049.0,Drama,tt8472964,hi,2.174,2020,1 hrs 23 min,7.8,16
162,Axone,Nicholas Kharkongor,"Dolly Ahluwalia,Sayani Gupta,Tenzin Dalha,Vinay Pathak,Lin Laishram,Asenla Jamir,Lanuakum Ao",627072.0,"Drama,Comedy",tt8747548,hi,2.462,2019,1 hrs 36 min,5.5,9
163,Gulabo Sitabo,Shoojit Sircar,"Farrukh Jaffar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz,Brijendra Kala,Nalneesh Neel",611356.0,"Drama,Comedy",tt10333912,hi,5.894,2020,2 hrs 4 min,5.7,38
164,Kadakh,Rajat Kapoor,"Kalki Koechlin,Ranvir Shorey,Shruti Seth,Manoj Pahwa,Tara Sharma,Cyrus Sahukar,Mansi Multani",560702.0,Thriller,tt12505468,hi,1.421,2019,1 hrs 35 min,5.6,5
165,Bulbbul,Anvita Dutt,"Tripti Dimri,Avinash Tiwary,Rahul Bose,Parambrata Chatterjee,Paoli Dam",714338.0,"Horror,Fantasy",tt12393526,hi,24.128,2020,1 hrs 34 min,6.7,104
166,Bhonsle,Devashish Makhija,"Manoj Bajpayee,Santosh Juvekar,Ipshita Chakraborty,Abhishek Banerjee",554826.0,Drama,tt8476998,hi,2.269,2018,2 hrs 8 min,6.2,4
167,Unlock,Debatma Mandal,"Kushal Tandon,Hina Khan,Rishabh Sinha,Aditi Arya",718156.0,"Horror,Thriller",tt14088516,hi,1.176,2020,0 hrs 59 min,7.5,2
168,Virgin Bhanupriya,Ajay Lohan,"Urvashi Rautela,Gautam Gulati",683395.0,"Comedy,Drama",tt11964084,hi,1.799,2020,0 hrs 0 min,0.0,0
169,Dil Bechara,Mukesh Chhabra,"Sushant Singh Rajput,Sanjana Sanghi,Saif Ali",645484.0,"Drama,Romance",tt8110330,hi,9.794,2020,1 hrs 41 min,6.8,76
170,Yaara,Tigmanshu Dhulia,"Vidyut Jammwal,Shruti Haasan,Amit Sadh,Vijay Varma,Kenny Basumatary",720796.0,"Action,Drama",tt3698454,hi,2.229,2020,2 hrs 11 min,6.1,10
171,Shakuntala Devi,Anu Menon,"Vidya Balan,Jisshu Sengupta,Sanya Malhotra,Amit Sadh",679045.0,"Drama,Family,Comedy",tt10964468,hi,4.442,2020,2 hrs 7 min,6.8,29
172,Lootcase,Rajesh Krishnan,"Kunal Khemu,Rasika Dugal,Vijay Raaz,Ranvir Shorey,Gajraj Rao,Aryan Prajapati,Shashi Ranjan,Sumit Nijhawan",635503.0,Comedy,tt10515526,hi,4.973,2020,2 hrs 12 min,6.3,41
173,Raat Akeli Hai,Honey Trehan,"Nawazuddin Siddiqui,Radhika Apte,Shweta Tripathi,Ila Arun,Shivani Raghuvanshi,Aditya Srivastava,Tigmanshu Dhulia,Swanand Kirkire",589615.0,"Crime,Mystery,Thriller",tt12567088,hi,5.844,2020,2 hrs 29 min,6.7,53
174,Gunjan Saxena: The Kargil Girl,Sharan Sharma,"Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,Vineet Kumar,Manav Vij",645489.0,"Action,Drama",tt10350626,hi,9.302,2020,1 hrs 52 min,7.4,67
175,Khuda Haafiz,Faruk Kabir,"Vidyut Jammwal,Shivaleeka Oberoi,Annu Kapoor,Shiv Panditt,Aahana Kumra",719949.0,"Action,Thriller",tt7363104,hi,6.338,2020,2 hrs 14 min,6.8,31
176,Captain Vidyut,Atish Tipathi,"Namit Das,Suresh Menon,Trisha Kale,Raghuvir Yadav",740221.0,"Action,Comedy,Animation",tt13551840,hi,0.913,2020,1 hrs 18 min,0.0,0
177,Class of '83,Atul Sabharwal,"Bobby Deol,Bhupendra Jadawat,Hitesh Bhojraj,Anup Soni,Joy Sengupta,Sameer Paranjape,Ninad Mahajani,Prithvik Pratap",730428.0,"Action,Crime,Drama",tt10230422,hi,3.711,2020,1 hrs 38 min,6.0,31
178,Mee Raqsam,Baba Azmi,"Naseeruddin Shah,Danish Husain,Aditi Subedi,Shradha Kaul,Rakesh Chaturvedi",728187.0,Drama,tt12743636,hi,1.4,2020,1 hrs 35 min,4.0,2
179,Sadak 2,Mahesh Bhatt,"Sanjay Dutt,Pooja Bhatt,Alia Bhatt,Aditya Roy",556270.0,"Romance,Drama,Action",tt7886848,hi,4.135,2020,2 hrs 14 min,5.2,4
180,Ram Singh Charlie,Nitin Kakkar,"Kumud Mishra,Divya Dutta,Akarsh Khurana,Farrukh Seyer,Salima Raza,Rohit Rokhade",735182.0,"Drama,Comedy",tt12642180,hi,0.757,2020,1 hrs 37 min,7.3,3
181,Atkan Chatkan,Shiv Hare,"Sachin Chaudhary,Yash Rane,Tamanna Dipak",739812.0,"Drama,Music",tt12969078,hi,1.525,2020,2 hrs 2 min,8.0,1
182,Cargo,Arati Kadav,"Vikrant Massey,Shweta Tripathi",640421.0,"Science Fiction,Drama,Fantasy",tt8992946,hi,3.105,2019,1 hrs 53 min,5.0,16
183,London Confidential,Kanwal Sethi,"Mouni Roy,Purab Kohli,Kulraj Randhawa,Sagar Arya,Parvesh Rana,Jas Binag,Diljohn Singh,Kiren Jog",734819.0,"Thriller,Crime,Drama",tt12929738,hi,1.062,2020,1 hrs 18 min,4.5,2
184,Halahal,Randeep Jha,"Sachin Khedekar,Barun Sobti",744181.0,"Mystery,Drama",tt9875128,hi,1.4,2020,1 hrs 37 min,6.2,5
185,Khaali Peeli,Maqbool Khan,"Ishaan Khatter,Ananya Panday,Jaideep Ahlawat",693836.0,"Romance,Action,Comedy,Thriller",tt10885444,hi,1.84,2020,1 hrs 53 min,6.0,10
186,Serious Men,Sudhir Mishra,"Nawazuddin Siddiqui,Aakshath Das,Shweta Basu,Indira Tiwari",743382.0,"Drama,Comedy",tt10230414,hi,4.077,2020,1 hrs 55 min,6.7,25
187,Ginny Weds Sunny,Puneet Khanna,"Yami Gautam,Vikrant Massey",744676.0,"Romance,Comedy,Drama,Family",tt10543680,hi,3.593,2020,2 hrs 5 min,6.4,22
188,Comedy Couple,Nachiket Samant,"Saqib Saleem,Shweta Basu",748027.0,"Comedy,Romance,Drama",tt12758600,hi,1.319,2020,1 hrs 57 min,8.8,2
189,Taish,Bejoy Nambiar,"Pulkit Samrat,Kriti Kharbanda,Jim Sarbh,Harshvardhan Rane,Zoa Morani,Sanjeeda Sheikh,Abhimanyu Singh,Ankur Rathee",605456.0,"Thriller,Drama,Crime",tt10840884,hi,2.121,2020,2 hrs 23 min,6.6,7
190,Kaali Khuhi,Terrie Samundra,"Shabana Azmi,Satyadeep Mishra,Riva Arora,Sanjeeda Sheikh",744876.0,"Horror,Drama,Thriller",tt10235600,hi,3.219,2020,1 hrs 30 min,4.5,19
191,Pepper Chicken,Ratan Sil Ram,"Dipannita Sharma,Boloram Das,Baharul Islam,Ravi Sarma,Monuj Borkotoky",761510.0,Thriller,tt12983052,hi,0.82,2020,0 hrs 0 min,0.0,0
192,Laxmii,Raghava Lawrence,"Akshay Kumar,Kiara Advani",603673.0,"Horror,Comedy",tt10350922,hi,5.032,2020,2 hrs 21 min,5.0,33
193,Ludo,Anurag Basu,"Abhishek Bachchan,Rajkummar Rao,Aditya Roy,Fatima Sana,Sanya Malhotra,Pankaj Tripathi,Rohit Suresh,Pearle Maaney,Asha Negi,Inayat Verma,Shalini Vats",658412.0,"Crime,Comedy",tt7212754,hi,9.619,2020,2 hrs 30 min,7.3,84
194,Chhalaang,Hansal Mehta,"Rajkummar Rao,Nushrat Bharucha",667585.0,"Comedy,Drama",tt8983164,hi,3.793,2020,2 hrs 16 min,6.3,22
195,Sir,Rohena Gera,"Tillotama Shome,Vivek Gomber",518497.0,"Drama,Romance",tt7142506,hi,9.697,2018,1 hrs 39 min,7.2,88
196,Suraj Pe Mangal Bhari,Abhishek Sharma,"Manoj Bajpayee,Diljit Dosanjh,Fatima Sana",738567.0,"Comedy,Drama",tt10731264,hi,2.826,2020,2 hrs 14 min,6.6,11
197,Anwar Ka Ajab Kissa,Buddhadeb Dasgupta,"Nawazuddin Siddiqui,Ananya Chatterjee,Pankaj Tripathi,Niharika Singh",222394.0,"Comedy,Drama",tt3164774,hi,1.165,2013,2 hrs 6 min,7.0,1
198,Darbaan,Bipin Nadkarni,"Sharib Hashmi,Sharad Kelkar,Flora Saini,Rasika Dugal",681272.0,Drama,tt11880600,hi,1.96,2020,1 hrs 29 min,6.0,1
199,Indoo Ki Jawani,Abir Sengupta,"Kiara Advani,Aditya Seal",693838.0,Comedy,tt11112526,hi,1.854,2020,1 hrs 55 min,4.0,6
200,Nirvana Inn,Vijay Jayapal,"Adil Hussain,Rajshri Deshpande,Sandhya Mridul",639419.0,"Mystery,Drama,Thriller",tt9890322,hi,2.206,2019,1 hrs 55 min,0.0,0
201,Torbaaz,Girish Malik,"Sanjay Dutt,Nargis Fakhri,Rahul Dev,Gavie Chahal,Rahul Mittra,Pransh Chopra",681235.0,Drama,tt7805960,hi,4.164,2020,2 hrs 12 min,8.3,7
202,Eeb Allay Ooo!,Prateek Vats,"Shardul Bharadwaj,Mahender Nath,Nutan Sinha,Shashi Bhushan,Naina Sareen",638665.0,"Comedy,Drama",tt9343754,hi,1.95,2020,1 hrs 37 min,7.7,6
203,Unpaused,Raj & D.KNitya MehraNikkhil AdvaniTannishtha ChatterjeeAvinash Arun,"Gulshan Devaiah,Sumeet Vyas,Saiyami Kher,Richa Chadda,Abhishek Banerjee,Ratna Pathak,Ishwak Singh",772879.0,"Comedy,Drama",tt13491620,hi,2.267,2020,1 hrs 53 min,6.1,7
204,AK vs AK,Vikramaditya Motwane,"Anil Kapoor,Anurag Kashyap",735919.0,"Comedy,Action,Drama,Crime",tt11651796,hi,7.925,2020,1 hrs 48 min,6.9,42
205,Coolie No. 1,David Dhawan,"Varun Dhawan,Sara Ali",614179.0,"Comedy,Drama",tt10280276,hi,5.657,2020,2 hrs 15 min,5.7,51
206,Shakeela,Indrajit Lankesh,"Richa Chadda,Pankaj Tripathi,Rajeev Pillai",773911.0,"Drama,Romance",tt9390240,hi,0.6,2020,2 hrs 6 min,6.2,4
207,Cabaret,Kaustav Narayan Niyogi,"Richa Chadda,Gulshan Devaiah",399071.0,"Music,Romance,Drama",tt5605730,hi,1.249,2019,1 hrs 33 min,0.0,0
208,Uri: The Surgical Strike,Aditya Dhar,"Vicky Kaushal,Mohit Raina,Paresh Rawal,Yami Gautam",554600.0,"Action,Drama,War",tt8291224,hi,10.76,2019,2 hrs 18 min,7.1,170
209,Battalion 609,Brijesh Batuknath Tripathi,"Shoaib Ibrahim,Elena Kazan,Farnaz Shetty,Vishwas Kini,Vicky Ahuja,Vikas Srivastava,Chandraprakash Thakur",576152.0,"Action,War,Drama",tt9472208,hi,1.394,2019,2 hrs 22 min,0.0,0
210,The Accidental Prime Minister,Vijay Ratnakar Gutte,"Anupam Kher,Akshaye Khanna,Suzanne Bernert,Aahana Kumra,Arjun Mathur",460868.0,"History,Drama",tt6986710,hi,2.647,2019,1 hrs 51 min,5.3,19
211,Why Cheat India,Soumik Sen,"Emraan Hashmi,Shreya Dhanwanthary",569584.0,"Drama,Crime",tt8108208,hi,2.493,2019,2 hrs 1 min,5.6,17
212,SP Chauhan,Manoj K Jha,"Jimmy Shergill,Yuvika Chaudhary,Yashpal Sharma",581118.0,Drama,tt8406866,hi,0.641,2018,2 hrs 16 min,8.6,4
213,Soni,Ivan Ayr,"Geetika Vidhya,Saloni Batra",539036.0,"Drama,Crime",tt6078866,hi,2.437,2019,1 hrs 37 min,6.7,32
214,72 Hours: Martyr Who Never Died,Avinash Dhyani,"Avinash Dhyani,Mukesh Tiwari,Virendra Saxena,Alka Amin,Shishir Sharma,Gireesh Sahdev,Prashil Rawat",590351.0,"War,History",tt9390222,hi,1.52,2019,2 hrs 10 min,4.2,2
215,Bombairiya,Pia Sukanya,"Radhika Apte,Siddhanth Kapoor,Akshay Oberoi,Shilpa Shukla,Adil Hussain,Amit Sial,Ravi Kishan",556310.0,"Comedy,Crime,Drama",tt4971258,hi,1.791,2019,1 hrs 48 min,7.2,8
216,Rangeela Raja,Sikander Bharti,"Shakti Kapoor,Prem Chopra,Govind Namdev,Shyamlal Yadav,Mishika Chourasia,Anupama Agnihotri,Digangana Suryavanshi,Karishma Harshada,Arti Gupta",548945.0,"Comedy,Drama",tt6689882,hi,1.106,2019,2 hrs 42 min,0.0,1
217,Thackeray,Abhijit Panse,"Nawazuddin Siddiqui,Amrita Rao",570910.0,"Drama,History",tt7777196,hi,1.927,2019,2 hrs 19 min,5.1,15
218,Manikarnika: The Queen of Jhansi,Radha Krishna JagarlamudiKangana Ranaut,"Kangana Ranaut,Jisshu Sengupta,Suresh Oberoi,Ankita Lokhande,Danny Denzongappa,Atul Kulkarni,Mohammed Zeeshan",491622.0,"History,Drama,Action",tt6903440,hi,4.575,2019,2 hrs 28 min,6.9,34
219,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Anil Kapoor,Sonam Kapoor,Juhi Chawla,Rajkummar Rao",533148.0,"Romance,Drama",tt8108164,hi,6.402,2019,2 hrs 1 min,5.7,54
220,The Fakir of Venice,Anand Surapur,"Farhan Akhtar,Annu Kapoor",460001.0,"Comedy,Drama",tt0456407,hi,0.796,2019,1 hrs 27 min,4.7,3
221,Amavas,Bhushan Patel,"Sachiin Joshi,Vivan Bhatena,Nargis Fakhri",568856.0,"Horror,Romance,Thriller",tt8396186,hi,1.847,2019,2 hrs 12 min,7.0,2
222,Gully Boy,Zoya Akhtar,"Ranveer Singh,Alia Bhatt",491625.0,"Drama,Music",tt2395469,hi,6.805,2019,2 hrs 36 min,7.4,151
223,Hum Chaar,Abhishek Dixit,"Prit Kamani,Simran Sharma,Anshuman Malhotra,Tushar Pandey",584206.0,Drama,tt9319812,hi,0.685,2019,2 hrs 23 min,10.0,1
224,Total Dhamaal,Indra Kumar,"Ajay Devgn,Madhuri Dixit,Arshad Warsi,Javed Jaffrey,Anil Kapoor,Riteish Deshmukh,Sanjay Mishra,Esha Gupta",576121.0,"Comedy,Adventure,Action",tt7639372,hi,4.73,2019,2 hrs 7 min,5.8,33
225,Luka Chuppi,Laxman Utekar,"Kartik Aaryan,Kriti Sanon,Aparshakti Khurana,Pankaj Tripathi,Vinay Pathak",585062.0,"Comedy,Romance",tt8908002,hi,4.526,2019,2 hrs 6 min,6.1,59
226,Sonchiriya,Abhishek Chaubey,"Sushant Singh Rajput,Bhumi Pednekar,Manoj Bajpayee,Ranvir Shorey,Ashutosh Rana",535144.0,"Crime,Action,Drama",tt8108200,hi,6.177,2019,2 hrs 25 min,8.3,30
227,The Sholay Girl,Aditya Sarpotdar,"Bidita Bag,Chandan Roy",586776.0,"Action,Drama",tt10011102,hi,0.971,2019,1 hrs 46 min,7.0,1
228,Hamid,Aijaz Khan,"Talha Arshad,Rasika Dugal,Vikas Kumar,Sumit Kaul",559673.0,Drama,tt7527082,hi,1.96,2019,1 hrs 48 min,7.0,11
229,Photograph,Ritesh Batra,"Nawazuddin Siddiqui,Sanya Malhotra",514586.0,"Drama,Romance",tt7778680,hi,7.195,2019,1 hrs 51 min,6.6,67
230,Milan Talkies,Tigmanshu Dhulia,"Ali Fazal,Shraddha Srinath,Reecha Sinha,Ashutosh Rana,Sanjay Mishra,Sikandar Kher",588265.0,"Drama,Romance",tt3679070,hi,1.4,2019,2 hrs 21 min,4.3,3
231,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil,Makarand Deshpande,Rasika Aagashe,Sonia Albizuri,Syna Anand,Adarsh Bharti,Om Kanojiya",551745.0,Drama,tt8207768,hi,2.489,2019,1 hrs 44 min,6.4,8
232,22 Yards,Mitali Ghoshal,"Barun Sobti,Amartya Ray,Panchi Bora,Rajit Kapur,Rajesh Sharma,Chaiti Ghoshal,Geetika Tyagi",587121.0,Drama,tt9496212,hi,1.268,2019,2 hrs 20 min,10.0,1
233,377 Ab Normal,Faruk Kabir,"Shashank Arora,Mohammed Zeeshan,Tanvi Azmi,Maanvi Gagroo",589469.0,Drama,tt10118064,hi,2.115,2019,1 hrs 34 min,6.0,2
234,Kesari,Anurag Singh,"Akshay Kumar,Parineeti Chopra,Mir Sarwar,Ashwath Bhatt",498448.0,"Action,Drama,History,War",tt6264938,hi,7.696,2019,2 hrs 31 min,7.1,83
235,Notebook,Nitin Kakkar,"Zaheer Iqbal,Pranutan Bahl",582375.0,"Romance,Drama",tt9105014,hi,2.62,2019,1 hrs 55 min,5.8,16
236,Junglee,Chuck Russell,"Vidyut Jammwal,Pooja Sawant,Asha Bhat,Atul Kulkarni",560964.0,"Action,Adventure",tt7463730,hi,10.589,2019,1 hrs 55 min,6.7,94
237,Romeo Akbar Walter,Robbie Garewal,"John Abraham,Mouni Roy,Jackie Shroff,Sikander Kher,Suchitra Krishnamoorthi",585862.0,"Action,Thriller",tt8550208,hi,4.812,2019,2 hrs 19 min,6.4,34
238,The Tashkent Files,Vivek Agnihotri,"Mithun Chakraborty,Naseeruddin Shah,Shweta Basu,Pankaj Tripathi,Vinay Pathak,Mandira Bedi,Pallavi Joshi,Ankur Rathee,Prakash Belawadi",594673.0,"Drama,Mystery,Thriller",tt8108268,hi,2.712,2019,2 hrs 24 min,7.6,39
239,Blackboard vs Whiteboard,Tarun S. Bisht,"Raghubir Yadav,Ashok Samarth,Akhilendra Mishra",594163.0,Family,tt9089992,hi,0.631,2019,2 hrs 32 min,7.0,1
240,Kalank,Abhishek Varman,"Madhuri Dixit,Sonakshi Sinha,Alia Bhatt,Varun Dhawan,Aditya Roy,Sanjay Dutt",556271.0,"Drama,Romance",tt6988116,hi,5.653,2019,2 hrs 46 min,5.5,42
241,Blank,Behzad Khambata,"Sunny Deol,Karan Kapadia,Ishita Dutta",593214.0,"Action,Thriller",tt9052936,hi,3.458,2019,1 hrs 51 min,6.9,12
242,Setters,Ashwini Chaudhary,"Aftab Shivdasani,Shreyas Talpade,Sonnalli Seygall,Ishita Dutta,Pavan Malhotra,Vijay Raaz,Jameel Khan,Manu Rishi",599796.0,"Crime,Thriller",tt9239772,hi,2.032,2019,2 hrs 6 min,4.5,4
243,Yours Truly,Sanjoy Nag,"Soni Razdan,Aahana Kumra,Pankaj Tripathi",598048.0,Drama,tt7791496,hi,1.19,2018,1 hrs 24 min,7.7,3
244,Badnaam Gali,Ashwin Shetty,"Patralekha Paul,Divyendu Sharma",601469.0,"Drama,Comedy,Family",tt10318332,hi,2.243,2019,1 hrs 35 min,6.0,6
245,Student of the Year 2,Punit Malhotra,"Tiger Shroff,Tara Sutaria,Ananya Panday",503129.0,"Romance,Comedy,Drama",tt7255568,hi,6.725,2019,2 hrs 26 min,4.8,57
246,Chhoriyan Chhoron Se Kam Nahi Hoti,Rajesh Amarlal Babbar,"Satish Kaushik,Rashmi Somvanshi",704661.0,"Action,Drama",tt10334286,hi,0.6,2019,1 hrs 54 min,5.0,1
247,De De Pyaar De,Akiv Ali,"Ajay Devgn,Rakul Preet,Javed Jaffrey,Jimmy Sheirgill",590401.0,"Romance,Comedy",tt8647400,hi,6.884,2019,2 hrs 15 min,6.3,39
